Country,Year_Week,Cases,Y_M
Kazakhstan,2009-52,NA,2009-12
Kyrgyzstan,2009-52,1,2009-12
Lao People's Democratic Republic,2009-52,NA,2009-12
Malaysia,2009-52,0,2009-12
Mongolia,2009-52,NA,2009-12
Nepal,2009-52,NA,2009-12
Oman,2009-52,NA,2009-12
Pakistan,2009-52,11,2009-12
Philippines,2009-52,NA,2009-12
Qatar,2009-52,NA,2009-12
Republic of Korea,2009-52,NA,2009-12
Singapore,2009-52,NA,2009-12
Sri Lanka,2009-52,36,2009-12
Syrian Arab Republic,2009-52,NA,2009-12
Thailand,2009-52,4,2009-12
Turkey,2009-52,62,2009-12
Viet Nam,2009-52,NA,2009-12
Afghanistan,2010-1,2,2010-1
Armenia,2010-1,NA,2010-1
Azerbaijan,2010-1,NA,2010-1
Bahrain,2010-1,NA,2010-1
Bangladesh,2010-1,0,2010-1
Bhutan,2010-1,NA,2010-1
Cambodia,2010-1,3,2010-1
China,2010-1,"1,218",2010-1
Georgia,2010-1,62,2010-1
India,2010-1,118,2010-1
Indonesia,2010-1,1,2010-1
Iran (Islamic Republic of),2010-1,27,2010-1
Iraq,2010-1,4,2010-1
Israel,2010-1,54,2010-1
Japan,2010-1,503,2010-1
Jordan,2010-1,NA,2010-1
Kazakhstan,2010-1,NA,2010-1
Kyrgyzstan,2010-1,0,2010-1
Lao People's Democratic Republic,2010-1,NA,2010-1
Malaysia,2010-1,0,2010-1
Mongolia,2010-1,8,2010-1
Nepal,2010-1,NA,2010-1
Oman,2010-1,28,2010-1
Pakistan,2010-1,65,2010-1
Philippines,2010-1,2,2010-1
Qatar,2010-1,NA,2010-1
Republic of Korea,2010-1,158,2010-1
Singapore,2010-1,87,2010-1
Sri Lanka,2010-1,33,2010-1
Syrian Arab Republic,2010-1,NA,2010-1
Thailand,2010-1,5,2010-1
Turkey,2010-1,40,2010-1
Viet Nam,2010-1,3,2010-1
Afghanistan,2010-2,3,2010-1
Armenia,2010-2,NA,2010-1
Azerbaijan,2010-2,NA,2010-1
Bahrain,2010-2,NA,2010-1
Bangladesh,2010-2,0,2010-1
Bhutan,2010-2,NA,2010-1
Cambodia,2010-2,6,2010-1
China,2010-2,927,2010-1
Georgia,2010-2,35,2010-1
India,2010-2,121,2010-1
Indonesia,2010-2,0,2010-1
Iran (Islamic Republic of),2010-2,17,2010-1
Iraq,2010-2,0,2010-1
Israel,2010-2,25,2010-1
Japan,2010-2,479,2010-1
Jordan,2010-2,NA,2010-1
Kazakhstan,2010-2,NA,2010-1
Kyrgyzstan,2010-2,0,2010-1
Lao People's Democratic Republic,2010-2,NA,2010-1
Malaysia,2010-2,3,2010-1
Mongolia,2010-2,23,2010-1
Nepal,2010-2,NA,2010-1
Oman,2010-2,16,2010-1
Pakistan,2010-2,13,2010-1
Philippines,2010-2,4,2010-1
Qatar,2010-2,NA,2010-1
Republic of Korea,2010-2,121,2010-1
Singapore,2010-2,165,2010-1
Sri Lanka,2010-2,5,2010-1
Syrian Arab Republic,2010-2,NA,2010-1
Thailand,2010-2,37,2010-1
Turkey,2010-2,21,2010-1
Viet Nam,2010-2,7,2010-1
Afghanistan,2010-3,0,2010-1
Armenia,2010-3,NA,2010-1
Azerbaijan,2010-3,NA,2010-1
Bahrain,2010-3,NA,2010-1
Bangladesh,2010-3,0,2010-1
Bhutan,2010-3,NA,2010-1
Cambodia,2010-3,2,2010-1
China,2010-3,638,2010-1
Georgia,2010-3,NA,2010-1
India,2010-3,125,2010-1
Indonesia,2010-3,0,2010-1
Iran (Islamic Republic of),2010-3,5,2010-1
Iraq,2010-3,0,2010-1
Israel,2010-3,16,2010-1
Japan,2010-3,541,2010-1
Jordan,2010-3,NA,2010-1
Kazakhstan,2010-3,NA,2010-1
Kyrgyzstan,2010-3,0,2010-1
Lao People's Democratic Republic,2010-3,NA,2010-1
Malaysia,2010-3,2,2010-1
Mongolia,2010-3,23,2010-1
Nepal,2010-3,NA,2010-1
Oman,2010-3,16,2010-1
Pakistan,2010-3,13,2010-1
Philippines,2010-3,1,2010-1
Qatar,2010-3,NA,2010-1
Republic of Korea,2010-3,80,2010-1
Singapore,2010-3,81,2010-1
Sri Lanka,2010-3,5,2010-1
Syrian Arab Republic,2010-3,NA,2010-1
Thailand,2010-3,47,2010-1
Turkey,2010-3,7,2010-1
Viet Nam,2010-3,2,2010-1
Afghanistan,2010-4,0,2010-1
Armenia,2010-4,NA,2010-1
Azerbaijan,2010-4,NA,2010-1
Bahrain,2010-4,NA,2010-1
Bangladesh,2010-4,0,2010-1
Bhutan,2010-4,NA,2010-1
Cambodia,2010-4,1,2010-1
China,2010-4,459,2010-1
Georgia,2010-4,15,2010-1
India,2010-4,104,2010-1
Indonesia,2010-4,0,2010-1
Iran (Islamic Republic of),2010-4,3,2010-1
Iraq,2010-4,0,2010-1
Israel,2010-4,12,2010-1
Japan,2010-4,407,2010-1
Jordan,2010-4,NA,2010-1
Kazakhstan,2010-4,NA,2010-1
Kyrgyzstan,2010-4,0,2010-1
Lao People's Democratic Republic,2010-4,NA,2010-1
Malaysia,2010-4,0,2010-1
Mongolia,2010-4,28,2010-1
Nepal,2010-4,NA,2010-1
Oman,2010-4,28,2010-1
Pakistan,2010-4,5,2010-1
Philippines,2010-4,2,2010-1
Qatar,2010-4,NA,2010-1
Republic of Korea,2010-4,89,2010-1
Singapore,2010-4,80,2010-1
Sri Lanka,2010-4,4,2010-1
Syrian Arab Republic,2010-4,NA,2010-1
Thailand,2010-4,48,2010-1
Turkey,2010-4,3,2010-1
Viet Nam,2010-4,5,2010-1
Afghanistan,2010-5,0,2010-2
Armenia,2010-5,NA,2010-2
Azerbaijan,2010-5,NA,2010-2
Bahrain,2010-5,NA,2010-2
Bangladesh,2010-5,0,2010-2
Bhutan,2010-5,NA,2010-2
Cambodia,2010-5,0,2010-2
China,2010-5,299,2010-2
Georgia,2010-5,4,2010-2
India,2010-5,128,2010-2
Indonesia,2010-5,0,2010-2
Iran (Islamic Republic of),2010-5,8,2010-2
Iraq,2010-5,0,2010-2
Israel,2010-5,13,2010-2
Japan,2010-5,342,2010-2
Jordan,2010-5,NA,2010-2
Kazakhstan,2010-5,NA,2010-2
Kyrgyzstan,2010-5,0,2010-2
Lao People's Democratic Republic,2010-5,NA,2010-2
Malaysia,2010-5,3,2010-2
Mongolia,2010-5,37,2010-2
Nepal,2010-5,NA,2010-2
Oman,2010-5,19,2010-2
Pakistan,2010-5,2,2010-2
Philippines,2010-5,10,2010-2
Qatar,2010-5,NA,2010-2
Republic of Korea,2010-5,67,2010-2
Singapore,2010-5,57,2010-2
Sri Lanka,2010-5,1,2010-2
Syrian Arab Republic,2010-5,NA,2010-2
Thailand,2010-5,58,2010-2
Turkey,2010-5,3,2010-2
Viet Nam,2010-5,4,2010-2
Afghanistan,2010-6,0,2010-2
Armenia,2010-6,NA,2010-2
Azerbaijan,2010-6,NA,2010-2
Bahrain,2010-6,NA,2010-2
Bangladesh,2010-6,0,2010-2
Bhutan,2010-6,NA,2010-2
Cambodia,2010-6,1,2010-2
China,2010-6,180,2010-2
Georgia,2010-6,7,2010-2
India,2010-6,122,2010-2
Indonesia,2010-6,0,2010-2
Iran (Islamic Republic of),2010-6,1,2010-2
Iraq,2010-6,0,2010-2
Israel,2010-6,6,2010-2
Japan,2010-6,262,2010-2
Jordan,2010-6,NA,2010-2
Kazakhstan,2010-6,NA,2010-2
Kyrgyzstan,2010-6,0,2010-2
Lao People's Democratic Republic,2010-6,NA,2010-2
Malaysia,2010-6,1,2010-2
Mongolia,2010-6,6,2010-2
Nepal,2010-6,NA,2010-2
Oman,2010-6,29,2010-2
Pakistan,2010-6,0,2010-2
Philippines,2010-6,8,2010-2
Qatar,2010-6,NA,2010-2
Republic of Korea,2010-6,65,2010-2
Singapore,2010-6,43,2010-2
Sri Lanka,2010-6,0,2010-2
Syrian Arab Republic,2010-6,NA,2010-2
Thailand,2010-6,72,2010-2
Turkey,2010-6,3,2010-2
Viet Nam,2010-6,2,2010-2
Afghanistan,2010-7,0,2010-2
Armenia,2010-7,NA,2010-2
Azerbaijan,2010-7,NA,2010-2
Bahrain,2010-7,NA,2010-2
Bangladesh,2010-7,1,2010-2
Bhutan,2010-7,NA,2010-2
Cambodia,2010-7,1,2010-2
China,2010-7,71,2010-2
Georgia,2010-7,3,2010-2
India,2010-7,106,2010-2
Indonesia,2010-7,0,2010-2
Iran (Islamic Republic of),2010-7,1,2010-2
Iraq,2010-7,0,2010-2
Israel,2010-7,4,2010-2
Japan,2010-7,251,2010-2
Jordan,2010-7,NA,2010-2
Kazakhstan,2010-7,NA,2010-2
Kyrgyzstan,2010-7,0,2010-2
Lao People's Democratic Republic,2010-7,NA,2010-2
Malaysia,2010-7,0,2010-2
Mongolia,2010-7,3,2010-2
Nepal,2010-7,NA,2010-2
Oman,2010-7,21,2010-2
Pakistan,2010-7,2,2010-2
Philippines,2010-7,15,2010-2
Qatar,2010-7,NA,2010-2
Republic of Korea,2010-7,30,2010-2
Singapore,2010-7,9,2010-2
Sri Lanka,2010-7,0,2010-2
Syrian Arab Republic,2010-7,NA,2010-2
Thailand,2010-7,72,2010-2
Turkey,2010-7,1,2010-2
Viet Nam,2010-7,NA,2010-2
Afghanistan,2010-8,0,2010-2
Armenia,2010-8,NA,2010-2
Azerbaijan,2010-8,NA,2010-2
Bahrain,2010-8,NA,2010-2
Bangladesh,2010-8,3,2010-2
Bhutan,2010-8,NA,2010-2
Cambodia,2010-8,2,2010-2
China,2010-8,102,2010-2
Georgia,2010-8,2,2010-2
India,2010-8,101,2010-2
Indonesia,2010-8,0,2010-2
Iran (Islamic Republic of),2010-8,0,2010-2
Iraq,2010-8,0,2010-2
Israel,2010-8,2,2010-2
Japan,2010-8,167,2010-2
Jordan,2010-8,NA,2010-2
Kazakhstan,2010-8,NA,2010-2
Kyrgyzstan,2010-8,0,2010-2
Lao People's Democratic Republic,2010-8,NA,2010-2
Malaysia,2010-8,2,2010-2
Mongolia,2010-8,8,2010-2
Nepal,2010-8,NA,2010-2
Oman,2010-8,10,2010-2
Pakistan,2010-8,2,2010-2
Philippines,2010-8,6,2010-2
Qatar,2010-8,NA,2010-2
Republic of Korea,2010-8,31,2010-2
Singapore,2010-8,11,2010-2
Sri Lanka,2010-8,1,2010-2
Syrian Arab Republic,2010-8,NA,2010-2
Thailand,2010-8,64,2010-2
Turkey,2010-8,0,2010-2
Viet Nam,2010-8,7,2010-2
Afghanistan,2010-9,NA,2010-3
Armenia,2010-9,NA,2010-3
Azerbaijan,2010-9,NA,2010-3
Bahrain,2010-9,NA,2010-3
Bangladesh,2010-9,1,2010-3
Bhutan,2010-9,NA,2010-3
Cambodia,2010-9,2,2010-3
China,2010-9,189,2010-3
Georgia,2010-9,1,2010-3
India,2010-9,108,2010-3
Indonesia,2010-9,0,2010-3
Iran (Islamic Republic of),2010-9,4,2010-3
Iraq,2010-9,0,2010-3
Israel,2010-9,5,2010-3
Japan,2010-9,99,2010-3
Jordan,2010-9,NA,2010-3
Kazakhstan,2010-9,NA,2010-3
Kyrgyzstan,2010-9,0,2010-3
Lao People's Democratic Republic,2010-9,NA,2010-3
Malaysia,2010-9,2,2010-3
Mongolia,2010-9,0,2010-3
Nepal,2010-9,NA,2010-3
Oman,2010-9,2,2010-3
Pakistan,2010-9,0,2010-3
Philippines,2010-9,0,2010-3
Qatar,2010-9,NA,2010-3
Republic of Korea,2010-9,17,2010-3
Singapore,2010-9,12,2010-3
Sri Lanka,2010-9,0,2010-3
Syrian Arab Republic,2010-9,NA,2010-3
Thailand,2010-9,33,2010-3
Turkey,2010-9,0,2010-3
Viet Nam,2010-9,3,2010-3
Afghanistan,2010-10,0,2010-3
Armenia,2010-10,NA,2010-3
Azerbaijan,2010-10,NA,2010-3
Bahrain,2010-10,NA,2010-3
Bangladesh,2010-10,5,2010-3
Bhutan,2010-10,NA,2010-3
Cambodia,2010-10,0,2010-3
China,2010-10,209,2010-3
Georgia,2010-10,0,2010-3
India,2010-10,90,2010-3
Indonesia,2010-10,1,2010-3
Iran (Islamic Republic of),2010-10,1,2010-3
Iraq,2010-10,0,2010-3
Israel,2010-10,1,2010-3
Japan,2010-10,77,2010-3
Jordan,2010-10,NA,2010-3
Kazakhstan,2010-10,NA,2010-3
Kyrgyzstan,2010-10,0,2010-3
Lao People's Democratic Republic,2010-10,NA,2010-3
Malaysia,2010-10,2,2010-3
Mongolia,2010-10,0,2010-3
Nepal,2010-10,NA,2010-3
Oman,2010-10,2,2010-3
Pakistan,2010-10,2,2010-3
Philippines,2010-10,8,2010-3
Qatar,2010-10,NA,2010-3
Republic of Korea,2010-10,17,2010-3
Singapore,2010-10,12,2010-3
Sri Lanka,2010-10,0,2010-3
Syrian Arab Republic,2010-10,NA,2010-3
Thailand,2010-10,32,2010-3
Turkey,2010-10,0,2010-3
Viet Nam,2010-10,2,2010-3
Afghanistan,2010-11,0,2010-3
Armenia,2010-11,NA,2010-3
Azerbaijan,2010-11,NA,2010-3
Bahrain,2010-11,NA,2010-3
Bangladesh,2010-11,4,2010-3
Bhutan,2010-11,NA,2010-3
Cambodia,2010-11,1,2010-3
China,2010-11,159,2010-3
Georgia,2010-11,0,2010-3
India,2010-11,74,2010-3
Indonesia,2010-11,0,2010-3
Iran (Islamic Republic of),2010-11,0,2010-3
Iraq,2010-11,0,2010-3
Israel,2010-11,1,2010-3
Japan,2010-11,47,2010-3
Jordan,2010-11,NA,2010-3
Kazakhstan,2010-11,NA,2010-3
Kyrgyzstan,2010-11,0,2010-3
Lao People's Democratic Republic,2010-11,NA,2010-3
Malaysia,2010-11,1,2010-3
Mongolia,2010-11,0,2010-3
Nepal,2010-11,NA,2010-3
Oman,2010-11,3,2010-3
Pakistan,2010-11,2,2010-3
Philippines,2010-11,2,2010-3
Qatar,2010-11,NA,2010-3
Republic of Korea,2010-11,22,2010-3
Singapore,2010-11,12,2010-3
Sri Lanka,2010-11,0,2010-3
Syrian Arab Republic,2010-11,NA,2010-3
Thailand,2010-11,33,2010-3
Turkey,2010-11,0,2010-3
Viet Nam,2010-11,2,2010-3
Afghanistan,2010-12,0,2010-3
Armenia,2010-12,NA,2010-3
Azerbaijan,2010-12,NA,2010-3
Bahrain,2010-12,NA,2010-3
Bangladesh,2010-12,6,2010-3
Bhutan,2010-12,NA,2010-3
Cambodia,2010-12,7,2010-3
China,2010-12,153,2010-3
Georgia,2010-12,0,2010-3
India,2010-12,65,2010-3
Indonesia,2010-12,0,2010-3
Iran (Islamic Republic of),2010-12,0,2010-3
Iraq,2010-12,0,2010-3
Israel,2010-12,0,2010-3
Japan,2010-12,17,2010-3
Jordan,2010-12,NA,2010-3
Kazakhstan,2010-12,NA,2010-3
Kyrgyzstan,2010-12,0,2010-3
Lao People's Democratic Republic,2010-12,NA,2010-3
Malaysia,2010-12,3,2010-3
Mongolia,2010-12,0,2010-3
Nepal,2010-12,NA,2010-3
Oman,2010-12,0,2010-3
Pakistan,2010-12,0,2010-3
Philippines,2010-12,4,2010-3
Qatar,2010-12,NA,2010-3
Republic of Korea,2010-12,8,2010-3
Singapore,2010-12,25,2010-3
Sri Lanka,2010-12,0,2010-3
Syrian Arab Republic,2010-12,NA,2010-3
Thailand,2010-12,16,2010-3
Turkey,2010-12,0,2010-3
Viet Nam,2010-12,0,2010-3
Afghanistan,2010-13,0,2010-3
Armenia,2010-13,NA,2010-3
Azerbaijan,2010-13,NA,2010-3
Bahrain,2010-13,NA,2010-3
Bangladesh,2010-13,5,2010-3
Bhutan,2010-13,NA,2010-3
Cambodia,2010-13,0,2010-3
China,2010-13,97,2010-3
Georgia,2010-13,0,2010-3
India,2010-13,60,2010-3
Indonesia,2010-13,4,2010-3
Iran (Islamic Republic of),2010-13,0,2010-3
Iraq,2010-13,0,2010-3
Israel,2010-13,0,2010-3
Japan,2010-13,18,2010-3
Jordan,2010-13,NA,2010-3
Kazakhstan,2010-13,NA,2010-3
Kyrgyzstan,2010-13,0,2010-3
Lao People's Democratic Republic,2010-13,NA,2010-3
Malaysia,2010-13,4,2010-3
Mongolia,2010-13,0,2010-3
Nepal,2010-13,NA,2010-3
Oman,2010-13,0,2010-3
Pakistan,2010-13,0,2010-3
Philippines,2010-13,6,2010-3
Qatar,2010-13,NA,2010-3
Republic of Korea,2010-13,9,2010-3
Singapore,2010-13,28,2010-3
Sri Lanka,2010-13,1,2010-3
Syrian Arab Republic,2010-13,NA,2010-3
Thailand,2010-13,9,2010-3
Turkey,2010-13,0,2010-3
Viet Nam,2010-13,0,2010-3
Afghanistan,2010-14,0,2010-4
Armenia,2010-14,NA,2010-4
Azerbaijan,2010-14,NA,2010-4
Bahrain,2010-14,NA,2010-4
Bangladesh,2010-14,11,2010-4
Bhutan,2010-14,NA,2010-4
Cambodia,2010-14,0,2010-4
China,2010-14,51,2010-4
Georgia,2010-14,0,2010-4
India,2010-14,93,2010-4
Indonesia,2010-14,1,2010-4
Iran (Islamic Republic of),2010-14,0,2010-4
Iraq,2010-14,0,2010-4
Israel,2010-14,0,2010-4
Japan,2010-14,17,2010-4
Jordan,2010-14,NA,2010-4
Kazakhstan,2010-14,NA,2010-4
Kyrgyzstan,2010-14,0,2010-4
Lao People's Democratic Republic,2010-14,NA,2010-4
Malaysia,2010-14,3,2010-4
Mongolia,2010-14,0,2010-4
Nepal,2010-14,NA,2010-4
Oman,2010-14,0,2010-4
Pakistan,2010-14,0,2010-4
Philippines,2010-14,5,2010-4
Qatar,2010-14,NA,2010-4
Republic of Korea,2010-14,8,2010-4
Singapore,2010-14,59,2010-4
Sri Lanka,2010-14,0,2010-4
Syrian Arab Republic,2010-14,NA,2010-4
Thailand,2010-14,6,2010-4
Turkey,2010-14,0,2010-4
Viet Nam,2010-14,0,2010-4
Afghanistan,2010-15,0,2010-4
Armenia,2010-15,NA,2010-4
Azerbaijan,2010-15,NA,2010-4
Bahrain,2010-15,NA,2010-4
Bangladesh,2010-15,8,2010-4
Bhutan,2010-15,NA,2010-4
Cambodia,2010-15,0,2010-4
China,2010-15,47,2010-4
Georgia,2010-15,0,2010-4
India,2010-15,58,2010-4
Indonesia,2010-15,1,2010-4
Iran (Islamic Republic of),2010-15,0,2010-4
Iraq,2010-15,0,2010-4
Israel,2010-15,0,2010-4
Japan,2010-15,25,2010-4
Jordan,2010-15,NA,2010-4
Kazakhstan,2010-15,NA,2010-4
Kyrgyzstan,2010-15,NA,2010-4
Lao People's Democratic Republic,2010-15,NA,2010-4
Malaysia,2010-15,21,2010-4
Mongolia,2010-15,0,2010-4
Nepal,2010-15,NA,2010-4
Oman,2010-15,13,2010-4
Pakistan,2010-15,0,2010-4
Philippines,2010-15,2,2010-4
Qatar,2010-15,NA,2010-4
Republic of Korea,2010-15,20,2010-4
Singapore,2010-15,59,2010-4
Sri Lanka,2010-15,0,2010-4
Syrian Arab Republic,2010-15,NA,2010-4
Thailand,2010-15,1,2010-4
Turkey,2010-15,NA,2010-4
Viet Nam,2010-15,1,2010-4
Afghanistan,2010-16,0,2010-4
Armenia,2010-16,NA,2010-4
Azerbaijan,2010-16,NA,2010-4
Bahrain,2010-16,NA,2010-4
Bangladesh,2010-16,5,2010-4
Bhutan,2010-16,NA,2010-4
Cambodia,2010-16,0,2010-4
China,2010-16,40,2010-4
Georgia,2010-16,1,2010-4
India,2010-16,28,2010-4
Indonesia,2010-16,2,2010-4
Iran (Islamic Republic of),2010-16,0,2010-4
Iraq,2010-16,0,2010-4
Israel,2010-16,NA,2010-4
Japan,2010-16,18,2010-4
Jordan,2010-16,NA,2010-4
Kazakhstan,2010-16,NA,2010-4
Kyrgyzstan,2010-16,0,2010-4
Lao People's Democratic Republic,2010-16,NA,2010-4
Malaysia,2010-16,6,2010-4
Mongolia,2010-16,0,2010-4
Nepal,2010-16,NA,2010-4
Oman,2010-16,0,2010-4
Pakistan,2010-16,0,2010-4
Philippines,2010-16,3,2010-4
Qatar,2010-16,NA,2010-4
Republic of Korea,2010-16,19,2010-4
Singapore,2010-16,94,2010-4
Sri Lanka,2010-16,0,2010-4
Syrian Arab Republic,2010-16,NA,2010-4
Thailand,2010-16,1,2010-4
Turkey,2010-16,NA,2010-4
Viet Nam,2010-16,0,2010-4
Afghanistan,2010-17,0,2010-4
Armenia,2010-17,NA,2010-4
Azerbaijan,2010-17,NA,2010-4
Bahrain,2010-17,NA,2010-4
Bangladesh,2010-17,9,2010-4
Bhutan,2010-17,NA,2010-4
Cambodia,2010-17,0,2010-4
China,2010-17,36,2010-4
Georgia,2010-17,0,2010-4
India,2010-17,32,2010-4
Indonesia,2010-17,3,2010-4
Iran (Islamic Republic of),2010-17,0,2010-4
Iraq,2010-17,0,2010-4
Israel,2010-17,NA,2010-4
Japan,2010-17,9,2010-4
Jordan,2010-17,NA,2010-4
Kazakhstan,2010-17,NA,2010-4
Kyrgyzstan,2010-17,0,2010-4
Lao People's Democratic Republic,2010-17,NA,2010-4
Malaysia,2010-17,4,2010-4
Mongolia,2010-17,0,2010-4
Nepal,2010-17,NA,2010-4
Oman,2010-17,1,2010-4
Pakistan,2010-17,0,2010-4
Philippines,2010-17,1,2010-4
Qatar,2010-17,NA,2010-4
Republic of Korea,2010-17,8,2010-4
Singapore,2010-17,100,2010-4
Sri Lanka,2010-17,0,2010-4
Syrian Arab Republic,2010-17,NA,2010-4
Thailand,2010-17,0,2010-4
Turkey,2010-17,NA,2010-4
Viet Nam,2010-17,0,2010-4
Afghanistan,2010-18,0,2010-5
Armenia,2010-18,NA,2010-5
Azerbaijan,2010-18,NA,2010-5
Bahrain,2010-18,NA,2010-5
Bangladesh,2010-18,9,2010-5
Bhutan,2010-18,NA,2010-5
Cambodia,2010-18,0,2010-5
China,2010-18,40,2010-5
Georgia,2010-18,0,2010-5
India,2010-18,43,2010-5
Indonesia,2010-18,0,2010-5
Iran (Islamic Republic of),2010-18,0,2010-5
Iraq,2010-18,0,2010-5
Israel,2010-18,NA,2010-5
Japan,2010-18,7,2010-5
Jordan,2010-18,NA,2010-5
Kazakhstan,2010-18,NA,2010-5
Kyrgyzstan,2010-18,0,2010-5
Lao People's Democratic Republic,2010-18,NA,2010-5
Malaysia,2010-18,1,2010-5
Mongolia,2010-18,0,2010-5
Nepal,2010-18,NA,2010-5
Oman,2010-18,0,2010-5
Pakistan,2010-18,0,2010-5
Philippines,2010-18,0,2010-5
Qatar,2010-18,NA,2010-5
Republic of Korea,2010-18,11,2010-5
Singapore,2010-18,197,2010-5
Sri Lanka,2010-18,0,2010-5
Syrian Arab Republic,2010-18,NA,2010-5
Thailand,2010-18,2,2010-5
Turkey,2010-18,NA,2010-5
Viet Nam,2010-18,0,2010-5
Afghanistan,2010-19,0,2010-5
Armenia,2010-19,NA,2010-5
Azerbaijan,2010-19,NA,2010-5
Bahrain,2010-19,NA,2010-5
Bangladesh,2010-19,7,2010-5
Bhutan,2010-19,NA,2010-5
Cambodia,2010-19,0,2010-5
China,2010-19,51,2010-5
Georgia,2010-19,0,2010-5
India,2010-19,29,2010-5
Indonesia,2010-19,1,2010-5
Iran (Islamic Republic of),2010-19,0,2010-5
Iraq,2010-19,0,2010-5
Israel,2010-19,NA,2010-5
Japan,2010-19,19,2010-5
Jordan,2010-19,NA,2010-5
Kazakhstan,2010-19,0,2010-5
Kyrgyzstan,2010-19,0,2010-5
Lao People's Democratic Republic,2010-19,NA,2010-5
Malaysia,2010-19,1,2010-5
Mongolia,2010-19,0,2010-5
Nepal,2010-19,NA,2010-5
Oman,2010-19,0,2010-5
Pakistan,2010-19,0,2010-5
Philippines,2010-19,3,2010-5
Qatar,2010-19,NA,2010-5
Republic of Korea,2010-19,8,2010-5
Singapore,2010-19,149,2010-5
Sri Lanka,2010-19,0,2010-5
Syrian Arab Republic,2010-19,NA,2010-5
Thailand,2010-19,4,2010-5
Turkey,2010-19,NA,2010-5
Viet Nam,2010-19,0,2010-5
Afghanistan,2010-20,0,2010-5
Armenia,2010-20,NA,2010-5
Azerbaijan,2010-20,NA,2010-5
Bahrain,2010-20,NA,2010-5
Bangladesh,2010-20,10,2010-5
Bhutan,2010-20,NA,2010-5
Cambodia,2010-20,0,2010-5
China,2010-20,27,2010-5
Georgia,2010-20,0,2010-5
India,2010-20,22,2010-5
Indonesia,2010-20,1,2010-5
Iran (Islamic Republic of),2010-20,0,2010-5
Iraq,2010-20,0,2010-5
Israel,2010-20,NA,2010-5
Japan,2010-20,19,2010-5
Jordan,2010-20,NA,2010-5
Kazakhstan,2010-20,0,2010-5
Kyrgyzstan,2010-20,0,2010-5
Lao People's Democratic Republic,2010-20,NA,2010-5
Malaysia,2010-20,2,2010-5
Mongolia,2010-20,0,2010-5
Nepal,2010-20,NA,2010-5
Oman,2010-20,0,2010-5
Pakistan,2010-20,0,2010-5
Philippines,2010-20,11,2010-5
Qatar,2010-20,NA,2010-5
Republic of Korea,2010-20,3,2010-5
Singapore,2010-20,91,2010-5
Sri Lanka,2010-20,0,2010-5
Syrian Arab Republic,2010-20,NA,2010-5
Thailand,2010-20,5,2010-5
Turkey,2010-20,NA,2010-5
Viet Nam,2010-20,0,2010-5
Afghanistan,2010-21,0,2010-5
Armenia,2010-21,NA,2010-5
Azerbaijan,2010-21,NA,2010-5
Bahrain,2010-21,NA,2010-5
Bangladesh,2010-21,3,2010-5
Bhutan,2010-21,NA,2010-5
Cambodia,2010-21,0,2010-5
China,2010-21,28,2010-5
Georgia,2010-21,0,2010-5
India,2010-21,16,2010-5
Indonesia,2010-21,3,2010-5
Iran (Islamic Republic of),2010-21,0,2010-5
Iraq,2010-21,0,2010-5
Israel,2010-21,NA,2010-5
Japan,2010-21,13,2010-5
Jordan,2010-21,NA,2010-5
Kazakhstan,2010-21,0,2010-5
Kyrgyzstan,2010-21,0,2010-5
Lao People's Democratic Republic,2010-21,NA,2010-5
Malaysia,2010-21,3,2010-5
Mongolia,2010-21,0,2010-5
Nepal,2010-21,NA,2010-5
Oman,2010-21,0,2010-5
Pakistan,2010-21,0,2010-5
Philippines,2010-21,5,2010-5
Qatar,2010-21,NA,2010-5
Republic of Korea,2010-21,4,2010-5
Singapore,2010-21,99,2010-5
Sri Lanka,2010-21,0,2010-5
Syrian Arab Republic,2010-21,NA,2010-5
Thailand,2010-21,1,2010-5
Turkey,2010-21,NA,2010-5
Viet Nam,2010-21,0,2010-5
Afghanistan,2010-22,0,2010-5
Armenia,2010-22,NA,2010-5
Azerbaijan,2010-22,NA,2010-5
Bahrain,2010-22,NA,2010-5
Bangladesh,2010-22,8,2010-5
Bhutan,2010-22,NA,2010-5
Cambodia,2010-22,0,2010-5
China,2010-22,22,2010-5
Georgia,2010-22,0,2010-5
India,2010-22,14,2010-5
Indonesia,2010-22,2,2010-5
Iran (Islamic Republic of),2010-22,0,2010-5
Iraq,2010-22,0,2010-5
Israel,2010-22,NA,2010-5
Japan,2010-22,6,2010-5
Jordan,2010-22,NA,2010-5
Kazakhstan,2010-22,0,2010-5
Kyrgyzstan,2010-22,0,2010-5
Lao People's Democratic Republic,2010-22,NA,2010-5
Malaysia,2010-22,1,2010-5
Mongolia,2010-22,0,2010-5
Nepal,2010-22,NA,2010-5
Oman,2010-22,0,2010-5
Pakistan,2010-22,0,2010-5
Philippines,2010-22,7,2010-5
Qatar,2010-22,NA,2010-5
Republic of Korea,2010-22,0,2010-5
Singapore,2010-22,70,2010-5
Sri Lanka,2010-22,0,2010-5
Syrian Arab Republic,2010-22,NA,2010-5
Thailand,2010-22,0,2010-5
Turkey,2010-22,NA,2010-5
Viet Nam,2010-22,0,2010-5
Afghanistan,2010-23,0,2010-6
Armenia,2010-23,NA,2010-6
Azerbaijan,2010-23,NA,2010-6
Bahrain,2010-23,NA,2010-6
Bangladesh,2010-23,3,2010-6
Bhutan,2010-23,NA,2010-6
