Model	Last_Change_Date	Region	Make	Aircraft_Group	Regis_Code	Design_Character	No_Engines	Type_Engine	Type_Landing_Gear	TC_Data_Sheet_Number	TC_Model
195A        	03/22/1983	CE	CESSNA	195   	2073110	1H7	1          	3R	  	A790    	195A                
195B        	03/22/1983	CE	CESSNA	195   	2073112	1H7	1          	3R	  	A790    	195B                
19A         	02/09/2001	CE	BEECH 	23    	1151214	1L7	1          	3O	  	A1CE    	19A                 
1L          	03/22/1983	WP	MORROW	1L    	       	1H7	1          	3O	  	2568    	1L                  
2           	10/11/1983	GL	AMTR  	2     	       	1L7	1          	3O	  	EXPA1L71	2                   
2#2         	09/16/2008	SO	AMTR  	PARSON	       	1G7	1          	3W	NT	EXPA1G71	PARSONSTANDEM2#2    
20          	03/22/1983	EA	TCRAFT	20    	8851002	1H7	1          	3O	  	3A3     	20                  
200         	11/19/2003	NM	GULSTM	200   	4500308	2L7	2          	4F	RT	A53NM   	GULFSTREAM200       
2000        	02/09/2001	CE	BEECH 	2000  	1152000	1L7	2          	4T	RT	A38ACE  	2000                
2000C       	03/22/1983	WP	MORISY	2000  	5940102	1L7	1          	3O	  	4A14    	2000C               
2000SAAB    	05/30/1996	EU	SAAB  	2000  	7860200	2L7	2          	4T	RT	A47NM   	2000SAAB            
200A        	03/22/1983	NM	PROPJT	200   	0140304	1L7	1          	3O	  	3A18    	200A                
200B        	03/22/1983	NM	PROPJT	200   	0140306	1L7	1          	3O	  	3A18    	200B                
200BEECH    	02/09/2001	CE	BEECH 	200   	1152920	1L7	2          	4T	  	A24CE   	200                 
200CBEECH   	02/09/2001	CE	BEECH 	200   	1152926	1L7	2          	4T	  	A24CE   	200C                
200CINTRCP  	03/22/1983	NM	PROPJT	200   	0140308	1L7	1          	3O	  	3A18    	200C                
200CT       	02/23/2016	CE	BEECH 	200   	       	1L7	2          	4T	RT	A24CE   	200CT               
200D        	03/22/1983	NM	PROPJT	200   	0140312	1L7	1          	3O	  	3A18    	200D                
200E        	03/22/1983	NM	PROPJT	200   	0140314	1L7	1          	3O	  	3A18    	200E                
200INTRCP   	03/22/1983	NM	PROPJT	200   	0140302	1L7	1          	3O	  	3A18    	200                 
200LANCAIR  	02/05/2002	GL	AMTR  	LNCAIR	05613B5	1L7	1          	3O	RT	EXPA1L71	200LANCAIR          
200RAYTHEON 	11/14/2008	NM	RAYTHN	200   	7150064	   		  	  	A24CE   	200 SUPERKINGAIR    
200T        	02/09/2001	CE	BEECH 	200   	1152928	1L7	2          	4T	  	A24CE   	200T                
201         	03/22/1983	WP	WTHRLY	201   	9630404	1L7	1          	3R	  	A10WE   	201                 
201A        	03/22/1983	WP	WTHRLY	201   	9630406	1L7	1          	3R	  	A10WE   	201A                
201B        	03/22/1983	WP	WTHRLY	201   	9630408	1L7	1          	3R	  	A10WE   	201B                
201BCENTR   	10/15/2008	EU	CNTRAR	201   	       	1K0	0          	  	  	G54EU   	201B                
201BLIBELLE 	03/22/1983	EU	GLASFL	LIBELL	3800344	1K0	0          	  	  	G12EU   	STANDARDLIBELLE201B 
201C        	03/22/1983	WP	WTHRLY	201   	9630410	1L7	1          	3R	  	A10WE   	201C                
201EAGLE    	03/22/1983	GL	NORWST	EAGLE 	7680120	1Q7	1          	3R	  	ATC293  	201                 
202         	03/22/1983	EA	MARTIN	202   	5450602	2L7	2          	4R	  	A795    	202                 
202A        	03/22/1983	EA	MARTIN	202   	5450604	2L7	2          	4R	  	A795    	202A                
203B        	03/22/1983	NM	BOEING	203   	       	1Q7	1          	3R	  	2412    	203B                
204B        	03/22/1983	SW	BELL  	204   	1181404	1G7	1          	4U	  	H1SW    	204B                
205A        	03/22/1983	SW	BELL  	205   	1181413	1G7	1          	4U	  	H1SW    	205A                
205A1       	03/22/1983	SW	BELL  	205   	1181414	1G7	1          	4U	  	H1SW    	205A1               
205B        	01/15/2002	SW	BELL  	205   	       	1G7	1          	4U	  	H1SW    	205B                
205LIBELLE  	03/22/1983	EU	GLASFL	LIBELL	3800346	1K0	0          	  	  	G12EU   	CLUBLIBELLE205      
206A        	03/22/1983	SW	BELL  	206   	1181508	1G7	1          	3U	  	H2SW    	206A                
206A1       	03/22/1983	SW	BELL  	206   	1181510	1G7	1          	3U	  	H2SW    	206A1               
206AAGUSTA  	03/22/1983	EU	AGUSTA	206AGS	0260301	1G7	1          	3U	  	EXPA1G71	206AAGUSTA          
206B        	03/22/1983	SW	BELL  	206   	1181511	1G7	1          	3U	  	H2SW    	206B                
206B1       	03/22/1983	SW	BELL  	206   	1181503	1G7	1          	3U	  	H2SW    	206B1               
206B3       	02/19/1992	SW	BELL  	206   	1181506	1G7	1          	3U	  	H2SW    	206B3               
206BELL     	03/22/1983	SW	BELL  	206   	1181502	1G7	1          	3U	  	H2SW    	206                 
206CESSNA   	03/22/1983	CE	CESSNA	206   	2073302	1H7	1          	3O	  	A4CE    	206                 
206H        	06/04/1999	CE	CESSNA	206   	2073301	1H7	1          	3O	RT	A4CE    	206H                
206L        	03/22/1983	SW	BELL  	206   	1181522	1G7	1          	3U	  	H2SW    	206L                
206L1       	03/22/1983	SW	BELL  	206   	1182107	1G7	1          	3U	  	H2SW    	206L1               
206L3       	03/22/1983	SW	BELL  	206   	1182108	1G7	1          	3U	  	H2SW    	206L3               
206L4       	02/16/1993	SW	BELL  	206   	1182110	1G7	1          	3U	NC	H2SW    	206L4               
207         	03/22/1983	CE	CESSNA	207   	2073602	1H7	1          	3O	  	A16CE   	207                 
207A        	03/22/1983	CE	CESSNA	207   	2073604	1H7	1          	3O	  	A16CE   	207A                
208         	04/01/1985	CE	CESSNA	208   	2073702	1H7	1          	3T	NT	A37CE   	208                 
208A        	04/01/1985	CE	CESSNA	208   	2073703	1H7	1          	3T	NT	A37CE   	208A                
208B        	02/11/1988	CE	CESSNA	208   	2073701	1H7	1          	3T	  	A37CE   	208B                
209         	12/24/1991	NM	BELL  	209   	1181902	1G7	1          	4U	  	H10NM   	BELL209             
20F5        	02/06/2002	EU	AMD   	FALC20	2730105	2L7	2          	4F	RT	A7EU    	FALCON20F5          
210         	09/28/1993	CE	CESSNA	210   	2073402	1H7	1          	3O	RT	3A21    	210                 
2105        	03/22/1983	CE	CESSNA	210   	2073404	1H7	1          	3O	  	3A21    	2105                
2105A       	03/22/1983	CE	CESSNA	210   	2073406	1H7	1          	3O	  	3A21    	2105A               
2105STOL    	03/22/1983	WP	RBRTSN	STOL  	       	1H7	1          	3O	  	EXPA1H71	2105                
210A        	07/12/1999	CE	CESSNA	210   	2073408	1H7	1          	3O	RT	3A21    	210A                
210B        	03/22/1983	CE	CESSNA	210   	2073410	1H7	1          	3O	  	3A21    	210B                
210BELL     	08/11/2008	SW	BELL  	210   	1181454	1G7	1          	4U	  	H1SW    	BELL HELICOPTER 210 
210C        	03/22/1983	CE	CESSNA	210   	2073412	1H7	1          	3O	  	3A21    	210C                
210D        	03/22/1983	CE	CESSNA	210   	2073414	1H7	1          	3O	  	3A21    	210D                
210E        	03/22/1983	CE	CESSNA	210   	2073416	1H7	1          	3O	  	3A21    	210E                
210F        	03/22/1983	CE	CESSNA	210   	2073418	1H7	1          	3O	  	3A21    	210F                
210G        	03/22/1983	CE	CESSNA	210   	2073430	1H7	1          	3O	  	3A21    	210G                
210H        	03/22/1983	CE	CESSNA	210   	2073436	1H7	1          	3O	  	3A21    	210H                
210J        	03/22/1983	CE	CESSNA	210   	2073439	1H7	1          	3O	  	3A21    	210J                
210K        	03/22/1983	CE	CESSNA	210   	2073446	1H7	1          	3O	  	3A21    	210K                
210L        	03/22/1983	CE	CESSNA	210   	2073448	1H7	1          	3O	  	3A21    	210L                
210M        	03/22/1983	CE	CESSNA	210   	2073450	1H7	1          	3O	  	3A21    	210M                
210N        	03/22/1983	CE	CESSNA	210   	2073453	1H7	1          	3O	  	3A21    	210N                
210R        	08/12/1993	CE	CESSNA	210   	2073458	1H7	1          	3O	RT	3A21    	210R                
210S        	11/24/2003	EU	LBL   	210   	5180030	1B0	0          	  	  	        	LINDSTRAN210S       
212         	03/22/1983	SW	BELL  	212   	1181420	1G7	1          	4U	  	H4SW    	212                 
214*        	02/28/2002	SW	BELL  	214   	1182103	2G7	1          	4U	  	H6SW    	214MODELUNK         
214B        	03/22/1983	SW	BELL  	214   	1182100	2G7	1          	4U	  	H6SW    	214B                
214B1       	03/22/1983	SW	BELL  	214   	1182105	2G7	1          	4U	  	H6SW    	214B1               
214ST       	03/22/1983	SW	BELL  	214   	1182106	2G7	2          	4U	  	H10SW   	214ST               
2150AMORISY 	01/24/1984	WP	VARGA 	2150  	9350102	1L7	1          	3O	  	4A19    	2150A               
2150MORISY  	03/22/1983	WP	VARGA 	2150  	5940202	1L7	1          	3O	  	4A19    	2150                
2180AVIAN   	03/22/1983	EA	AVIAN 	2180  	       	1G7	1          	3O	  	H5EA    	AVIAN2/180          
2180TG      	03/22/1983	WP	VARGA 	2180  	9350105	1L7	1          	3O	NT	4A19    	2180TG              
2180VARGA   	03/22/1983	WP	VARGA 	2180  	9350104	1L7	1          	3O	  	4A19    	2180                
22          	03/22/1983	WP	CVAC  	22    	2423302	2L7	4          	4J	  	4A27    	22                  
222         	08/30/1983	SW	BELL  	222   	1182122	1G7	2          	3U	  	H9SW    	222                 
222B        	08/14/1984	SW	BELL  	222   	1182124	1G7	2          	3U	  	H9SW    	222B                
222E        	03/22/1983	GL	AMTR  	222E  	05647BW	1K7	2          	3O	  	EXPA1K72	222E                
222U        	08/14/1984	SW	BELL  	222   	1182140	1G7	2          	3U	  	H9SW    	222U                
222UT       	03/21/2000	SW	BELL  	222   	1182148	1G7	2          	3U	  	H9SW    	222UT               
22B         	03/22/1983	EA	CURTIS	22    	2620204	1L7	1          	3R	  	2549    	22B                 
22C7        	03/22/1983	EA	FRCHLD	22    	3370102	1H7	1          	3I	  	ATC408  	22C7                
22C7A       	03/22/1983	EA	FRCHLD	22    	3370104	1H7	1          	3I	  	ATC438  	22C7A               
22C7AM      	03/22/1983	EA	FRCHLD	22    	3370108	1H7	1          	3I	  	ATC438  	22C7AM              
22C7AS      	03/22/1983	EA	FRCHLD	22    	3370106	1H7	1          	3I	  	ATC438  	22C7AS              
22C7B       	03/22/1983	EA	FRCHLD	22    	3370110	1H7	1          	3I	  	ATC483  	22C7B               
22C7D       	03/22/1983	EA	FRCHLD	22    	3370112	1H7	1          	3I	  	ATC503  	22C7D               
22C7E       	03/22/1983	EA	FRCHLD	22    	3370114	1H7	1          	3R	  	ATC515  	22C7E               
22C7F       	03/22/1983	EA	FRCHLD	22    	3370116	1H7	1          	3R	  	ATC517  	22C7F               
22C7G       	03/22/1983	EA	FRCHLD	22    	3370118	1H7	1          	3R	  	ATC564  	22C7G               
22M         	03/22/1983	WP	CVAC  	22    	2423304	2L7	4          	4J	  	4A27    	22M                 
23          	02/09/2001	CE	BEECH 	23    	1151202	1L7	1          	3O	RT	A1CE    	BEECH23             
230         	08/12/1993	SW	BELL  	230   	1182149	1G7	2          	3U	NC	H9SW    	230                 
23235418239 	03/22/1983	NM	RAVEN 	2323  	7482222	1B0	0          	  	  	EXPA1B00	23235418239         
234         	08/30/1983	EA	BOEING	234   	1385049	2G7	2          	4U	  	H9EA    	234                 
235LANCAIR  	02/06/2002	GL	AMTR  	LNCAIR	05612ML	1L7	1          	3O	RT	EXPA1L71	235LANCAIR          
23LEAR      	03/22/1983	CE	LEAR  	23    	5170102	1L7	2          	4J	  	A5CE    	23                  
24          	03/22/1983	CE	LEAR  	24    	5170302	2L7	2          	4J	  	A10CE   	24                  
240*        	03/22/1983	WP	CVAC  	240   	2422601	2L7	2          	4R	  	A793    	240MODELUNK         
2400        	03/22/1983	WP	CVAC  	240   	2422602	2L7	2          	4R	  	A793    	2400                
2401        	03/22/1983	WP	CVAC  	240   	2422604	2L7	2          	4R	  	A793    	2401                
24010       	03/22/1983	WP	CVAC  	240   	2422620	2L7	2          	4R	  	A793    	24010               
24011       	03/22/1983	WP	CVAC  	240   	2422622	2L7	2          	4R	  	A793    	24011               
24012       	03/22/1983	WP	CVAC  	240   	2422624	2L7	2          	4R	  	A793    	24012               
24013       	03/22/1983	WP	CVAC  	240   	2422626	2L7	2          	4R	  	A793    	24013               
24014       	03/22/1983	WP	CVAC  	240   	2422628	2L7	2          	4R	  	A793    	24014               
24015       	03/22/1983	WP	CVAC  	240   	2422630	2L7	2          	4R	  	A793    	24015               
24017       	05/30/1996	WP	CVAC  	240   	2422631	2L7	2          	4R	RT	A793    	24017               
24019       	03/22/1983	WP	CVAC  	240   	2422632	2L7	2          	4R	  	A793    	24019               
2402        	03/22/1983	WP	CVAC  	240   	2422606	2L7	2          	4R	  	A793    	2402                
24021       	03/22/1983	WP	CVAC  	240   	2422633	2L7	2          	4R	  	EXPA2L72	24021               
24023       	03/22/1983	WP	CVAC  	240   	2422634	2L7	2          	4R	  	A793    	24023               
24024       	03/22/1983	WP	CVAC  	240   	2422636	2L7	2          	4R	  	A793    	24024               
24025       	03/22/1983	WP	CVAC  	240   	2422638	2L7	2          	4R	  	A793    	24024               
24026       	03/22/1983	WP	CVAC  	240   	2422640	2L7	2          	4R	  	A793    	24024               
24027       	03/22/1983	WP	CVAC  	240   	2422642	2L7	2          	4R	  	A793    	24027               
2403        	03/22/1983	WP	CVAC  	240   	2422608	2L7	2          	4R	  	A793    	2403                
2404        	03/22/1983	WP	CVAC  	240   	2422610	2L7	2          	4R	  	A793    	2404                
2405        	03/22/1983	WP	CVAC  	240   	2422612	2L7	2          	4R	  	A793    	2405                
24052       	03/22/1983	WP	CVAC  	240   	2422643	2L7	2          	4R	  	A793    	24052               
24053       	03/22/1983	WP	CVAC  	240   	242264A	2L7	2          	4R	  	A793    	24053               
2406        	03/22/1983	WP	CVAC  	240   	2422614	2L7	2          	4R	  	A793    	2406                
2407        	03/22/1983	WP	CVAC  	240   	2422616	2L7	2          	4R	  	A793    	2407                
2408        	03/22/1983	WP	CVAC  	240   	2422618	2L7	2          	4R	  	A793    	2408                
240A        	04/24/1985	EU	COLT  	240A  	2300180	1B0	0          	  	  	B3EU    	240A                
240ALBL     	11/24/2008	  	LBL   	240A  	5180006	1B0	0          	  	  	        	LINDSTRAND240A      
240D        	06/08/1993	WP	CVAC  	240   	2422660	2L7	2          	4R	RT	A793    	240D                
247D        	03/22/1983	NM	BOEING	247   	1382402	2L7	2          	3R	  	ATC558  	247D                
2490        	03/22/1983	EA	LANGLY	2490  	5130102	1L7	2          	3O	  	TC755   	2490                
24A         	03/22/1983	CE	LEAR  	24    	5170304	2L7	2          	4J	  	A10CE   	24A                 
24B         	03/22/1983	CE	LEAR  	24    	5170306	2L7	2          	4J	  	A10CE   	24B                 
24BA        	11/01/2001	CE	LEAR  	24    	5170308	2L7	2          	4J	RT	A10CE   	24BA                
24C         	03/22/1983	CE	LEAR  	24    	5170309	2L7	2          	4J	  	A10CE   	24C                 
24C8        	03/22/1983	EA	FRCHLD	24    	3370202	1H7	1          	3I	  	ATC475  	24C8                
24C8A       	03/22/1983	EA	FRCHLD	24    	3370204	1H7	1          	3R	  	ATC497  	24C8A               
24C8B       	03/22/1983	EA	FRCHLD	24    	3370206	1H7	1          	3I	  	ATC498  	24C8B               
24C8C       	03/22/1983	EA	FRCHLD	24    	3370208	1H7	1          	3R	  	A535    	24C8C               
24C8CS      	03/22/1983	EA	FRCHLD	24    	3370210	1H7	1          	3R	  	A535    	24C8CS              
24C8D       	03/22/1983	EA	FRCHLD	24    	3370212	1H7	1          	3I	  	ATC576  	24C8D               
24C8DS      	03/22/1983	EA	FRCHLD	24    	3370214	1H7	1          	3I	  	ATC576  	24C8DS              
24C8E       	03/22/1983	EA	FRCHLD	24    	3370216	1H7	1          	3R	  	ATC600  	24C8E               
24C8ES      	03/22/1983	EA	FRCHLD	24    	3370218	1H7	1          	3R	  	ATC600  	24C8ES              
24C8F       	03/22/1983	EA	FRCHLD	24    	3370220	1H7	1          	3I	  	ATC610  	24C8F               
24C8FS      	03/22/1983	EA	FRCHLD	24    	3370224	1H7	1          	3I	  	ATC610  	24C8FS              
24D         	03/22/1983	CE	LEAR  	24    	5170311	2L7	2          	4J	  	A10CE   	24D                 
24DA        	11/01/2001	CE	LEAR  	24    	5170312	2L7	2          	4J	  	A10CE   	24DA                
24E         	06/04/1986	CE	LEAR  	24    	5170316	2L7	2          	4J	  	A10CE   	24E                 
24F         	06/04/1986	CE	LEAR  	24    	5170317	2L7	2          	4J	  	A10CE   	24F                 
24G         	03/22/1983	EA	FRCHLD	24    	3370402	1H7	1          	3R	  	ATC633  	24G                 
24GS        	03/22/1983	EA	FRCHLD	24    	3370406	1H7	1          	3R	  	ATC633  	24GS                
24H         	03/22/1983	EA	FRCHLD	24    	3370302	1H7	1          	3I	  	ATC632  	24H                 
24HS        	03/22/1983	EA	FRCHLD	24    	3370304	1H7	1          	3I	  	ATC632  	24HS                
24J         	03/22/1983	EA	FRCHLD	24    	3370408	1H7	1          	3R	  	TC663   	24J                 
24JS        	03/22/1983	EA	FRCHLD	24    	3370412	1H7	1          	3R	  	TC663   	24JS                
24K         	03/22/1983	EA	FRCHLD	24    	3370414	1H7	1          	3I	  	TC667   	24K                 
24KS        	03/22/1983	EA	FRCHLD	24    	3370418	1H7	1          	3I	  	TC667   	24KS                
24R40       	03/22/1983	EA	FRCHLD	24    	3370508	1H7	1          	3I	  	A706    	24R40               
24R40S      	03/22/1983	EA	FRCHLD	24    	3370512	1H7	1          	3I	  	A706    	24R40S              
24R46       	03/22/1983	EA	FRCHLD	24    	3370514	1H7	1          	3I	  	A706    	24R46               
24R46A      	03/22/1983	EA	FRCHLD	24    	3370516	1H7	1          	3I	  	A706    	24R46A              
24R46S      	03/22/1983	EA	FRCHLD	24    	3370520	1H7	1          	3I	  	A706    	24R46S              
24R9        	03/22/1983	EA	FRCHLD	24    	3370502	1H7	1          	3I	  	A706    	24R9                
